3
5
6
10
11
12
13
30
34
37
39
40
41
42
44
45
49
61
71
76
82
86
88
89
91
96
100
118
119
120
123
127
142
154
156
159
163
166
174
175
178
190
199
201
218
220
223
226
227
231
