0
1
2
3
6
8
9
10
12
13
14
16
20
26
27
29
30
34
35
37
38
39
40
41
42
43
44
45
46
49
52
55
58
64
65
68
70
76
79
82
85
86
87
88
89
90
91
92
95
96
97
98
99
100
103
119
120
123
127
128
154
155
156
158
159
163
164
166
167
174
175
176
178
179
186
187
199
200
201
203
207
219
220
222
223
226
227
