Target_Dev_Family,Target_Dev,BRAM_18K,DSP48E,FF,LUT,BRAM_18K_avail,DSP48E_avail,FF_avail,LUT_avail,BRAM_18K_RATIO,DSP48E_RATIO,FF_RATIO,LUT_RATIO,Target_CP,Estimated_CP,Clock_Uncertainty,DSP_BRAM_18K,DSP_DSP48E,DSP_FF,DSP_LUT,EXP_BRAM_18K,EXP_DSP48E,EXP_FF,EXP_LUT,FIFO_BRAM_18K,FIFO_DSP48E,FIFO_FF,FIFO_LUT,MEM_BRAM_18K,MEM_DSP48E,MEM_FF,MEM_LUT,MUX_BRAM_18K,MUX_DSP48E,MUX_FF,MUX_LUT,REG_BRAM_18K,REG_DSP48E,REG_FF,REG_LUT,MEM_WORDS_TOTAL,MEM_BITS_TOTAL,MEM_BANKS_TOTAL,MEM_TOTAL_TOTAL,MUX_INSIZE_TOTAL,MUX_BITWIDTH_TOTAL,MUX_TOTALBITS_TOTAL,mul_op_lut,mul_op_ff,mul_op_dsp,add_op_lut,add_op_ff,add_op_dsp,sub_op_lut,sub_op_ff,sub_op_dsp,or_op_lut,or_op_ff,or_op_dsp,and_op_lut,and_op_ff,and_op_dsp,xor_op_lut,xor_op_ff,xor_op_dsp,shl_op_lut,shl_op_ff,shl_op_dsp,lshr_op_lut,lshr_op_ff,lshr_op_dsp,ashr_op_lut,ashr_op_ff,ashr_op_dsp,ctlz_op_lut,ctlz_op_ff,ctlz_op_dsp,cttz_op_lut,cttz_op_ff,cttz_op_dsp,icmp_op_lut,icmp_op_ff,icmp_op_dsp,select_op_lut,select_op_ff,select_op_dsp,mul_sum,add_sum,sub_sum,or_sum,and_sum,xor_sum,shl_sum,lshr_sum,ashr_sum,ctlz_sum,cttz_sum,icmp_sum,select_sum,dexp_lut,dexp_ff,dexp_dsp,dexp_bram,ext_lut,ext_ff,ext_dsp,ext_bram,fsub_lut,fsub_ff,fsub_dsp,fsub_bram,srem_lut,srem_ff,srem_dsp,srem_bram,frem_lut,frem_ff,frem_dsp,frem_bram,dmul_lut,dmul_ff,dmul_dsp,dmul_bram,urem_lut,urem_ff,urem_dsp,urem_bram,fmul_lut,fmul_ff,fmul_dsp,fmul_bram,frecip_lut,frecip_ff,frecip_dsp,frecip_bram,dsqrt_lut,dsqrt_ff,dsqrt_dsp,dsqrt_bram,drem_lut,drem_ff,drem_dsp,drem_bram,others_lut,others_ff,others_dsp,others_bram,icmp_lut,icmp_ff,icmp_dsp,icmp_bram,fsqrt_lut,fsqrt_ff,fsqrt_dsp,fsqrt_bram,dsub_lut,dsub_ff,dsub_dsp,dsub_bram,ddiv_lut,ddiv_ff,ddiv_dsp,ddiv_bram,sub_lut,sub_ff,sub_dsp,sub_bram,lshr_lut,lshr_ff,lshr_dsp,lshr_bram,sdiv_lut,sdiv_ff,sdiv_dsp,sdiv_bram,dadd_lut,dadd_ff,dadd_dsp,dadd_bram,vectors_lut,vectors_ff,vectors_dsp,vectors_bram,frsqrt_lut,frsqrt_ff,frsqrt_dsp,frsqrt_bram,mux_lut,mux_ff,mux_dsp,mux_bram,fcmp_lut,fcmp_ff,fcmp_dsp,fcmp_bram,drecip_lut,drecip_ff,drecip_dsp,drecip_bram,add_lut,add_ff,add_dsp,add_bram,fdiv_lut,fdiv_ff,fdiv_dsp,fdiv_bram,dcmp_lut,dcmp_ff,dcmp_dsp,dcmp_bram,drsqrt_lut,drsqrt_ff,drsqrt_dsp,drsqrt_bram,fadd_lut,fadd_ff,fadd_dsp,fadd_bram,mul_lut,mul_ff,mul_dsp,mul_bram,udiv_lut,udiv_ff,udiv_dsp,udiv_bram,shl_lut,shl_ff,shl_dsp,shl_bram,ashr_lut,ashr_ff,ashr_dsp,ashr_bram,CP_lsynth,LUT_lsynth,FF_lsynth,DSP_lsynth,BRAM_lsynth,SRL_lsynth,CP_impl,SLICE_impl,LUT_impl,FF_impl,DSP_impl,BRAM_impl,SRL_impl,Design_Path,Main_Report_Path,Design_Index
1,1,3,46,15483,5050,280,220,106400,53200,0.010714286,0.209090909,0.145516917,0.094924812,1,2.14,0.12,0,0,0,0,0,0,0,1350,0,0,0,0,3,0,0,0,0,0,0,1314,0,0,4413,0,265,36,2,1312,283,526,2403,0,0,0,502,0,0,38,0,0,104,0,0,48,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,216,0,0,0,267,22,13,6,64,0,0,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.864,1074,1513,4,0,9,3.07,393,956,1234,4,0,9,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_zynq_cp_1.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_zynq_cp_1.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
2,3,4,46,2441,2864,270,240,126800,63400,0.014814815,0.191666667,0.019250789,0.045173502,10,10.33,1.25,0,46,0,0,0,0,102,1605,0,0,0,0,4,0,0,0,0,0,0,971,0,0,2339,0,265,36,2,1312,209,469,2132,0,0,0,1008,0,0,76,0,0,22,0,0,12,0,0,64,0,0,35,51,0,35,51,0,0,0,0,0,0,0,0,0,0,137,0,0,216,0,0,0,724,53,11,6,64,16,16,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.084,631,496,15,2,1,6.228,200,571,403,4,2,1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_10.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_10.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
2,3,3,46,12163,4178,270,240,126800,63400,0.011111111,0.191666667,0.095922713,0.065899054,2,3.01,0.25,0,46,0,0,0,0,0,455,0,0,0,0,3,0,0,0,0,0,0,1375,0,0,3511,0,265,36,2,1312,297,562,2483,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,216,0,0,0,0,0,13,6,64,0,0,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.108,1091,1598,15,0,14,2.587,462,1004,1484,4,0,14,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_2.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_2.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
2,3,3,46,6300,3212,270,240,126800,63400,0.011111111,0.191666667,0.049684543,0.050662461,3,3.62,0.38,0,46,0,0,0,0,0,923,0,0,0,0,3,0,0,0,0,0,0,1214,0,0,3383,0,265,36,2,1312,262,526,2382,0,0,0,430,0,0,38,0,0,26,0,0,12,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,216,0,0,0,216,22,13,6,64,0,0,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.722,884,1195,15,0,3,3.237,319,831,1054,4,0,3,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_3.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_artix7_cp_3.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
0,0,4,46,2746,3266,1590,1260,728400,364200,0.002515723,0.036507937,0.003769907,0.0089676,5,6.04,0.62,0,46,0,0,0,0,102,1948,0,0,0,0,4,0,0,0,0,0,0,976,0,0,2644,0,265,36,2,1312,210,440,2109,0,0,0,1008,0,0,76,0,0,88,0,0,48,0,0,102,0,0,35,51,0,35,51,0,0,0,0,0,0,0,0,0,0,340,0,0,216,0,0,0,724,53,11,6,64,16,16,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.257,743,594,15,2,1,4.416,231,678,485,4,2,1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_virtex7_cp_5.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_virtex7_cp_5.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
1,1,3,46,6632,3765,280,220,106400,53200,0.010714286,0.209090909,0.062330827,0.070770677,2,2.7,0.25,0,46,0,0,0,0,0,1278,0,0,0,0,3,0,0,0,0,0,0,1294,0,0,3491,0,265,36,2,1312,278,526,2398,0,0,0,430,0,0,38,0,0,104,0,0,48,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,216,0,0,0,216,22,13,6,64,0,0,0,0,0,252,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.864,981,1364,15,0,9,3.25,393,935,1242,4,0,9,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_zynq_cp_2.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/gsm/gsm_syn_dev_zynq_cp_2.prj/solution1/syn/report/Gsm_LPC_Analysis_csynth.rpt,3
2,3,20,0,11672,3980,270,240,126800,63400,0.074074074,0,0.092050473,0.062776025,1,3.01,0.12,0,0,0,0,0,0,0,640,0,0,0,0,20,0,32,0,0,0,0,1284,0,0,2906,0,16485,103,4,117920,270,1252,3124,0,0,0,0,0,0,0,0,0,141,0,0,130,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,31,0,0,0,0,0,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931,352,592,0,0,8,2.486,183,323,590,0,0,8,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_1.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_1.prj/solution1/syn/report/sha_stream_csynth.rpt,4
2,3,20,0,1703,3184,270,240,126800,63400,0.074074074,0,0.013430599,0.05022082,10,8.75,1.25,0,0,0,0,0,0,0,2140,0,0,0,0,20,0,0,0,0,0,0,1044,0,0,1703,0,16485,103,4,117920,212,1206,2965,0,0,0,1432,0,0,68,0,0,141,0,0,130,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,31,0,0,0,1164,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211,180,225,0,0,0,4.023,64,179,225,0,0,0,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_10.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_10.prj/solution1/syn/report/sha_stream_csynth.rpt,4
2,3,20,0,11672,3980,270,240,126800,63400,0.074074074,0,0.092050473,0.062776025,2,3.01,0.25,0,0,0,0,0,0,0,640,0,0,0,0,20,0,32,0,0,0,0,1284,0,0,2906,0,16485,103,4,117920,270,1252,3124,0,0,0,0,0,0,0,0,0,141,0,0,130,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,31,0,0,0,0,0,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.931,352,592,0,0,8,2.484,152,321,586,0,0,8,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_2.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_2.prj/solution1/syn/report/sha_stream_csynth.rpt,4
2,3,20,0,7420,3421,270,240,126800,63400,0.074074074,0,0.05851735,0.053958991,3,3.01,0.38,0,0,0,0,0,0,0,1097,0,0,0,0,20,0,0,0,0,0,0,1226,0,0,2858,0,16485,103,4,117920,254,1252,3108,0,0,0,427,0,0,30,0,0,141,0,0,130,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,31,0,0,0,236,14,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.942,293,460,0,0,8,2.693,114,240,377,0,0,8,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_3.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_3.prj/solution1/syn/report/sha_stream_csynth.rpt,4
2,3,20,0,2384,3280,270,240,126800,63400,0.074074074,0,0.018801262,0.051735016,5,4.21,0.62,0,0,0,0,0,0,0,2140,0,0,0,0,20,0,0,0,0,0,0,1140,0,0,2384,0,16485,103,4,117920,233,1252,3087,0,0,0,1432,0,0,68,0,0,141,0,0,130,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,31,0,0,0,1164,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.211,187,241,0,0,2,3.39,65,186,241,0,0,2,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_5.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_artix7_cp_5.prj/solution1/syn/report/sha_stream_csynth.rpt,4
0,0,20,0,9217,3810,1590,1260,728400,364200,0.012578616,0,0.012653762,0.010461285,1,1.34,0.12,0,0,0,0,0,0,0,1089,0,0,0,0,20,0,32,0,0,0,0,1257,0,0,2899,0,16485,103,4,117920,263,1252,3117,0,0,0,205,0,0,30,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,84,14,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004,332,502,0,0,8,1.602,133,277,439,0,0,7,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_1.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_1.prj/solution1/syn/report/sha_stream_csynth.rpt,4
0,0,20,0,1702,3398,1590,1260,728400,364200,0.012578616,0,0.002336628,0.009330038,10,6.52,1.25,0,0,0,0,0,0,0,2354,0,0,0,0,20,0,0,0,0,0,0,1044,0,0,1702,0,16485,103,4,117920,212,1206,2965,0,0,0,1432,0,0,68,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,1164,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178,183,225,0,0,0,2.765,66,182,225,0,0,0,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_10.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_10.prj/solution1/syn/report/sha_stream_csynth.rpt,4
0,0,20,0,3273,3646,1590,1260,728400,364200,0.012578616,0,0.00449341,0.010010983,2,1.75,0.25,0,0,0,0,0,0,0,2324,0,0,0,0,20,0,32,0,0,0,0,1186,0,0,2657,0,16485,103,4,117920,244,1252,3098,0,0,0,1402,0,0,68,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,1036,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.004,274,301,0,0,7,1.637,98,255,285,0,0,7,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_2.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_2.prj/solution1/syn/report/sha_stream_csynth.rpt,4
0,0,20,0,2371,3490,1590,1260,728400,364200,0.012578616,0,0.00325508,0.009582647,3,2.36,0.38,0,0,0,0,0,0,0,2354,0,0,0,0,20,0,0,0,0,0,0,1136,0,0,2371,0,16485,103,4,117920,232,1252,3086,0,0,0,1432,0,0,68,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,1164,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.165,199,240,0,0,2,2.294,77,198,240,0,0,2,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_3.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_3.prj/solution1/syn/report/sha_stream_csynth.rpt,4
0,0,20,0,1963,3433,1590,1260,728400,364200,0.012578616,0,0.002694948,0.009426139,5,4.38,0.62,0,0,0,0,0,0,0,2354,0,0,0,0,20,0,0,0,0,0,0,1079,0,0,1963,0,16485,103,4,117920,220,1238,3035,0,0,0,1432,0,0,68,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,1164,45,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.178,185,231,0,0,0,2.425,64,184,231,0,0,0,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_5.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_virtex7_cp_5.prj/solution1/syn/report/sha_stream_csynth.rpt,4
3,4,20,0,10444,3889,650,600,202800,101400,0.030769231,0,0.051499014,0.038353057,1,1.39,0.12,0,0,0,0,0,0,0,969,0,0,0,0,20,0,32,0,0,0,0,1160,0,0,2902,0,16485,103,4,117920,266,1252,3120,0,0,0,115,0,0,0,0,0,183,0,0,164,0,0,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,0,0,31,0,0,0,42,0,141,129,262,0,0,0,0,0,151,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,347,557,0,0,8,1.548,146,315,564,0,0,8,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_xc7k160tfbg484-2_cp_1.prj/solution1,/scratch/users/dai/repos/stevedai/libcharm/benchmarks/CHStone-vivado/sha/sha_syn_dev_xc7k160tfbg484-2_cp_1.prj/solution1/syn/report/sha_stream_csynth.rpt,4
